城市,样本数,PM2.5_mean,AQI_mean,PM10_mean,O3_mean
乌鲁,3027,61.74727452923687,101.13049223653783,113.26098447307565,45.10075982821275
运城,2602,62.011145272867026,96.4488854727133,106.41314373558801,71.55611068408916
鹤壁,2602,62.23097617217525,98.97847809377402,113.36779400461184,63.001921598770174
许昌,2601,62.55363321799308,98.01230296039985,101.73856209150327,62.750480584390615
渭南,3027,63.138090518665344,102.14899240171788,123.16451932606542,49.9197224975223
寿光,2851,63.31252192213258,98.09750964573834,110.66853735531393,64.63767099263417
西安,3027,63.344895936570865,101.12058143376281,121.95606210769739,45.78592666005947
临沂,3028,63.88969616908851,101.56142668428005,122.89200792602378,63.349405548216644
滨州,3027,63.98083911463495,97.34588701684837,105.66831846712917,59.56590683845391
洛阳,2964,64.1417004048583,99.71862348178138,114.97435897435898,59.88461538461539
漯河,2602,64.27901614142966,99.05149884704073,109.99154496541122,67.11029976940814
济宁,3028,64.98579920739762,100.0056142668428,113.48117569352708,66.87912813738441
临汾,3018,65.22200132538104,96.72365805168987,104.33532140490391,58.98939695162359
濮阳,2601,65.78700499807766,102.74548250672818,112.45213379469435,66.41445597846982
济南,3026,65.97058823529412,104.4881031064111,129.27197620621283,68.86880370125579
新乡,2601,65.98193002691272,102.28258362168397,119.52902729719338,60.700115340253745
开封,2963,66.09213634829564,102.72190347620655,112.09416132298347,62.97300033749578
唐山,3027,67.0409646514701,101.50809382226628,119.10604558969277,55.23422530558309
咸阳,3027,67.09283118599274,104.68516683184671,121.13709943838785,49.09547406673274
平顶,2964,67.65991902834008,101.68353576248313,114.73785425101215,66.62381916329285
商丘,2602,67.89431206764027,102.73443504996156,109.77594158339738,65.73712528823981
阿克,2585,68.2642166344294,134.33423597678916,206.3056092843327,65.38916827852998
淄博,3003,68.2867132867133,103.96769896769896,123.18481518481518,64.25607725607726
枣庄,3028,68.61459709379128,105.09742404227212,129.7711360634082,71.34610303830911
焦作,2964,68.83164642375169,104.17442645074225,121.93353576248313,68.69568151147098
五家,2601,68.91234140715109,106.87351018838908,116.25336409073434,48.46136101499423
郑州,3028,69.74537648612946,108.54590488771467,125.34841479524438,60.944848084544255
月池,1,71.0,108.0,148.0,58.0
德州,3025,71.28595041322313,109.48165289256198,126.09223140495868,69.18776859504132
菏泽,3027,72.9613478691774,111.41559299636604,133.14172447968286,71.29666336306575
月喀,1,73.0,126.0,202.0,52.0
聊城,3027,73.85265939874463,111.10736703006278,133.61413941195903,63.234555665675586
衡水,3028,74.17173051519154,111.73117569352708,129.21994715984147,67.79821664464994
月咸,1,75.0,144.0,239.0,33.0
月库,1,76.0,226.0,357.0,54.0
邯郸,3027,78.24710934919062,116.79055170135447,143.1268582755203,57.52626362735381
莱芜,1945,79.2586118251928,115.55886889460155,132.64678663239076,56.203084832904885
石家,3028,79.6552179656539,117.70376486129459,144.48282694848083,56.36922060766182
保定,3028,79.7724570673712,117.03632760898283,136.8186922060766,61.39564068692206
邢台,3028,81.05416116248348,120.08025099075297,146.17536327608983,55.108982826948484
月宣,1,86.0,134.0,158.0,70.0
月昌,1,90.0,120.0,125.0,46.0
喀什,2597,103.274547554871,169.95802849441662,286.1513284559107,61.70850981902195
和田,2597,103.42703118983442,189.68155564112436,335.14593762033115,62.62957258375048
月五,1,139.0,183.0,177.0,58.0
